【合租】申花 景瑞申花壹号院 4室次卧,景瑞申花壹号院,合租,1850,http://hz.58.com/pinpaigongyu/33230439599039x.shtml?psid=119561823199303309592666504
【合租】三墩 丰盛九玺 3室主卧,丰盛九玺,合租,2000,http://hz.58.com/pinpaigongyu/31883673664818x.shtml?psid=119561823199303309592666504
【合租】老余杭 西溪北苑 1室主卧,西溪北苑,合租,1600,http://hz.58.com/pinpaigongyu/31499122904518x.shtml?psid=119561823199303309592666504
【整租】米果 临平 惠都部落,临平,整租,2000-2300,http://hz.58.com/pinpaigongyu/33310943363634x.shtml?psid=119561823199303309592666504
【合租】钱江世纪城 中栋国际(公寓) 4室主卧,中栋国际(公寓),合租,2000,http://hz.58.com/pinpaigongyu/32469781519281x.shtml?psid=119561823199303309592666504
【整租】留下 留和家苑 1室0厅,留和家苑,整租,2000,http://hz.58.com/pinpaigongyu/33344015227187x.shtml?psid=119561823199303309592666504
【整租】凯旋/采荷 华景北苑 1室1厅,华景北苑,整租,2000,http://hz.58.com/pinpaigongyu/32172576109765x.shtml?psid=119561823199303309592666504
【整租】星桥 仓溢东苑 2室1厅,仓溢东苑,整租,1900,http://hz.58.com/pinpaigongyu/31537683308614x.shtml?psid=119561823199303309592666504
【合租】和睦 拱苑小区 3室主卧,拱苑小区,合租,1980,http://hz.58.com/pinpaigongyu/33308008400818x.shtml?psid=113501225199303309726297765
【合租】城东新城 保利梧桐语 4室次卧,保利梧桐语,合租,1500,http://hz.58.com/pinpaigongyu/32569243826493x.shtml?psid=113501225199303309726297765
【合租】祥符 雍荣华庭 5室主卧,雍荣华庭,合租,1680,http://hz.58.com/pinpaigongyu/32636297882298x.shtml?psid=113501225199303309726297765
【合租】和睦 拱苑小区 3室主卧,拱苑小区,合租,1780,http://hz.58.com/pinpaigongyu/33351452272314x.shtml?psid=113501225199303309726297765
【合租】祥符 雍荣华庭 3室主卧,雍荣华庭,合租,1780,http://hz.58.com/pinpaigongyu/33351420841003x.shtml?psid=113501225199303309726297765
【合租】祥符 德信晓宸 4室次卧,德信晓宸,合租,1500,http://hz.58.com/pinpaigongyu/32511449046454x.shtml?psid=113501225199303309726297765
【整租】留下 随寓青年酒店.公 1室0厅,随寓青年酒店.公,整租,1800,http://hz.58.com/pinpaigongyu/32513335237689x.shtml?psid=113501225199303309726297765
【合租】三墩 天虹公寓 3室次卧,天虹公寓,合租,1680,http://hz.58.com/pinpaigongyu/32635230223672x.shtml?psid=113501225199303309726297765
【合租】祥符 融信学院府 4室主卧,融信学院府,合租,1980,http://hz.58.com/pinpaigongyu/32733541088942x.shtml?psid=113501225199303309726297765
【合租】钱江新城 德信大家钱江府 4室次卧,德信大家钱江府,合租,1500,http://hz.58.com/pinpaigongyu/31717118904905x.shtml?psid=113501225199303309726297765
【合租】和睦 西铭苑 3室主卧,西铭苑,合租,1900,http://hz.58.com/pinpaigongyu/32382596733520x.shtml?psid=113501225199303309726297765
【整租】杭州魔方公寓 金沙湖 魔方公寓下沙店,金沙湖,整租,1950-2500,http://hz.58.com/pinpaigongyu/32337668815937x.shtml?psid=113501225199303309726297765
【合租】申花 黄龙金茂悦 4室次卧,黄龙金茂悦,合租,1700,http://hz.58.com/pinpaigongyu/32898819422907x.shtml?psid=113501225199303309726297765
【合租】文二路 西溪公寓 3室主卧,西溪公寓,合租,2000,http://hz.58.com/pinpaigongyu/31893335565382x.shtml?psid=113501225199303309726297765
【整租】未来科技城 米果五常部落 1室1厅,米果五常部落,整租,2000,http://hz.58.com/pinpaigongyu/31496996523725x.shtml?psid=113501225199303309726297765
【整租】未来域 乔司 保亿青晨店,乔司,整租,2000,http://hz.58.com/pinpaigongyu/31528911460171x.shtml?psid=113501225199303309726297765
【整租】湖墅 信义坊小区 1室1厅,信义坊小区,整租,2000,http://hz.58.com/pinpaigongyu/32171244844595x.shtml?psid=113501225199303309726297765
【合租】彩虹城 钱江彩虹城 5室主卧,钱江彩虹城,合租,1800,http://hz.58.com/pinpaigongyu/32382504065988x.shtml?psid=113501225199303309726297765
【合租】西溪 融创河滨之城水澜 4室主卧,融创河滨之城水澜,合租,1800,http://hz.58.com/pinpaigongyu/32503457606456x.shtml?psid=113501225199303309726297765
【合租】申花 中粮大悦城天悦 5室次卧,中粮大悦城天悦,合租,1900,http://hz.58.com/pinpaigongyu/33341904900814x.shtml?psid=113501225199303309726297765
【合租】祥符 雍荣华庭 4室主卧,雍荣华庭,合租,1980,http://hz.58.com/pinpaigongyu/32634113497656x.shtml?psid=136848032199303309861490220
【合租】祥符 融信学院府 4室主卧,融信学院府,合租,1880,http://hz.58.com/pinpaigongyu/32724237519150x.shtml?psid=136848032199303309861490220
【合租】三墩 天虹公寓 3室主卧,天虹公寓,合租,1880,http://hz.58.com/pinpaigongyu/32634882398276x.shtml?psid=136848032199303309861490220
【整租】留下 随寓青年酒店.留 1室0厅,随寓青年酒店.留,整租,1800,http://hz.58.com/pinpaigongyu/32513649311046x.shtml?psid=136848032199303309861490220
【合租】和睦 拱苑小区 3室主卧,拱苑小区,合租,1980,http://hz.58.com/pinpaigongyu/33307577493806x.shtml?psid=136848032199303309861490220
【整租】西溪 西溪寓 1室0厅,西溪寓,整租,1800,http://hz.58.com/pinpaigongyu/31703237272372x.shtml?psid=136848032199303309861490220
【合租】三墩 亲亲家园三期 4室主卧,亲亲家园三期,合租,1880,http://hz.58.com/pinpaigongyu/32857790787895x.shtml?psid=136848032199303309861490220
【合租】三墩 亲亲家园三期 3室主卧,亲亲家园三期,合租,1880,http://hz.58.com/pinpaigongyu/32877315857715x.shtml?psid=136848032199303309861490220
【合租】和睦 阮家居 3室主卧,阮家居,合租,1580,http://hz.58.com/pinpaigongyu/32634735290165x.shtml?psid=136848032199303309861490220
【合租】钱江新城 德信大家钱江府 4室次卧,德信大家钱江府,合租,1550,http://hz.58.com/pinpaigongyu/32302901482189x.shtml?psid=136848032199303309861490220
【整租】景芳 景芳五区(景芳路 2室1厅,景芳五区(景芳路,整租,2000,http://hz.58.com/pinpaigongyu/32151091201708x.shtml?psid=136848032199303309861490220
【整租】群岛MOMA公寓 九堡 群岛红普路店,九堡,整租,1998-3198,http://hz.58.com/pinpaigongyu/31549531803719x.shtml?psid=136848032199303309861490220
【合租】长河 滨兴家园 4室主卧,滨兴家园,合租,1800,http://hz.58.com/pinpaigongyu/32811369902521x.shtml?psid=136848032199303309861490220
【合租】祥符 招商九龙仓学院北 4室次卧,招商九龙仓学院北,合租,1600,http://hz.58.com/pinpaigongyu/31960049096618x.shtml?psid=136848032199303309861490220
【合租】老余杭 西溪北苑 1室主卧,西溪北苑,合租,1650,http://hz.58.com/pinpaigongyu/31496955870639x.shtml?psid=136848032199303309861490220
【整租】麦家公寓 望江 汽车南站店,望江,整租,2000-3500,http://hz.58.com/pinpaigongyu/31992269568301x.shtml?psid=136848032199303309861490220
【整租】景芳 景芳三区 2室1厅,景芳三区,整租,2000,http://hz.58.com/pinpaigongyu/32151019444803x.shtml?psid=136848032199303309861490220
【整租】笕桥 横塘八区 1室0厅,横塘八区,整租,2000,http://hz.58.com/pinpaigongyu/32799435965249x.shtml?psid=136848032199303309861490220
【合租】钱江新城 德信大家钱江府 4室主卧,德信大家钱江府,合租,1800,http://hz.58.com/pinpaigongyu/32382538812330x.shtml?psid=136848032199303309861490220
【合租】金沙湖 东海柠檬郡 4室主卧,东海柠檬郡,合租,1500,http://hz.58.com/pinpaigongyu/32547540688561x.shtml?psid=136848032199303309861490220
【整租】西溪 西溪寓 1室0厅,西溪寓,整租,1750,http://hz.58.com/pinpaigongyu/32160386645681x.shtml?psid=148108831199303309997941136
【整租】泊寓 万达广场 万科泊寓北宸,万达广场,整租,1899-3498,http://hz.58.com/pinpaigongyu/32621664918451x.shtml?psid=148108831199303309997941136
【整租】泊寓 文一路 万科泊寓文一,文一路,整租,1988-3150,http://hz.58.com/pinpaigongyu/32568899420730x.shtml?psid=148108831199303309997941136
【整租】留下 随寓青年酒店.公 1室0厅,随寓青年酒店.公,整租,1800,http://hz.58.com/pinpaigongyu/32513372763705x.shtml?psid=148108831199303309997941136
【整租】留下 西溪寓 1室0厅,西溪寓,整租,1800,http://hz.58.com/pinpaigongyu/32104859724858x.shtml?psid=148108831199303309997941136
【合租】留下 玉屏居 4室主卧,玉屏居,合租,1750,http://hz.58.com/pinpaigongyu/32104848796337x.shtml?psid=148108831199303309997941136
【合租】祥符 融信学院府 3室主卧,融信学院府,合租,1880,http://hz.58.com/pinpaigongyu/33307882487978x.shtml?psid=148108831199303309997941136
【合租】留下 玉屏居 4室主卧,玉屏居,合租,1750,http://hz.58.com/pinpaigongyu/32303181413439x.shtml?psid=148108831199303309997941136
【合租】留下 玉屏居 4室次卧,玉屏居,合租,1500,http://hz.58.com/pinpaigongyu/32303135005253x.shtml?psid=148108831199303309997941136
【整租】留下 随寓青年酒店.公 1室0厅,随寓青年酒店.公,整租,1800,http://hz.58.com/pinpaigongyu/32513236161594x.shtml?psid=148108831199303309997941136
【整租】古墩路 桂花城(别墅) 2室1厅,桂花城(别墅),整租,2000,http://hz.58.com/pinpaigongyu/32159711962425x.shtml?psid=148108831199303309997941136
【整租】青竹公寓 开发区 青竹公寓明成店,开发区,整租,1800,http://hz.58.com/pinpaigongyu/31074511335221x.shtml?psid=148108831199303309997941136
【合租】古荡 山水人家 5室主卧,山水人家,合租,1500,http://hz.58.com/pinpaigongyu/32382534554044x.shtml?psid=148108831199303309997941136
【合租】开发区 明怡花苑 3室主卧,明怡花苑,合租,1700,http://hz.58.com/pinpaigongyu/32636397554734x.shtml?psid=148108831199303309997941136
【合租】祥符 华盛达阅城 4室次卧,华盛达阅城,合租,1700,http://hz.58.com/pinpaigongyu/32767584016693x.shtml?psid=148108831199303309997941136
【整租】世联红璞公寓 留下 昆仑工坊,留下,整租,1700-2000,http://hz.58.com/pinpaigongyu/33022833126585x.shtml?psid=148108831199303309997941136
【合租】未来科技城 仓溢东苑 1室主卧,仓溢东苑,合租,1700,http://hz.58.com/pinpaigongyu/31858796773301x.shtml?psid=148108831199303309997941136
【整租】文一路 骆家庄西园三区 2室1厅,骆家庄西园三区,整租,2000,http://hz.58.com/pinpaigongyu/32204507158833x.shtml?psid=148108831199303309997941136
【合租】钱江新城 德信大家钱江府 4室主卧,德信大家钱江府,合租,1700,http://hz.58.com/pinpaigongyu/32382538255693x.shtml?psid=148108831199303309997941136
【合租】三墩 协安紫郡(公寓) 4室主卧,协安紫郡(公寓),合租,1545,http://hz.58.com/pinpaigongyu/33331580213309x.shtml?psid=148108831199303309997941136
【合租】城东新城 世茂东壹号 5室次卧,世茂东壹号,合租,1550,http://hz.58.com/pinpaigongyu/32390280079693x.shtml?psid=173731873199303310386204543
【合租】转塘 之江家园 4室主卧,之江家园,合租,1750,http://hz.58.com/pinpaigongyu/32301421320876x.shtml?psid=173731873199303310386204543
【合租】和睦 拱苑小区 3室主卧,拱苑小区,合租,1880,http://hz.58.com/pinpaigongyu/32858923850921x.shtml?psid=173731873199303310386204543
【整租】留下 随寓青年酒店.公 1室1厅,随寓青年酒店.公,整租,1800,http://hz.58.com/pinpaigongyu/32513601816762x.shtml?psid=173731873199303310386204543
【合租】和睦 阮家居 3室主卧,阮家居,合租,1800,http://hz.58.com/pinpaigongyu/32645138555960x.shtml?psid=173731873199303310386204543
【合租】万达广场 【随寓 德信晓宸 3室次卧,【随寓,合租,1650,http://hz.58.com/pinpaigongyu/31495519395783x.shtml?psid=173731873199303310386204543
【合租】三墩 天虹公寓 3室主卧,天虹公寓,合租,1780,http://hz.58.com/pinpaigongyu/33351483238185x.shtml?psid=173731873199303310386204543
【合租】万达广场 德信晓宸 3室次卧,德信晓宸,合租,1600,http://hz.58.com/pinpaigongyu/31495613427520x.shtml?psid=173731873199303310386204543
【合租】申花 融信蓝孔雀 3室主卧,融信蓝孔雀,合租,1680,http://hz.58.com/pinpaigongyu/33307661517362x.shtml?psid=173731873199303310386204543
【合租】三墩 亲亲家园三期 3室主卧,亲亲家园三期,合租,1980,http://hz.58.com/pinpaigongyu/32858798230589x.shtml?psid=173731873199303310386204543
【合租】九堡 郡原相江公寓 3室主卧,郡原相江公寓,合租,1800,http://hz.58.com/pinpaigongyu/32382566471113x.shtml?psid=173731873199303310386204543
【整租】米果 笕桥 横塘部落,笕桥,整租,2000-2360,http://hz.58.com/pinpaigongyu/31342574768843x.shtml?psid=173731873199303310386204543
【合租】三墩 圣苑小区 5室次卧,圣苑小区,合租,1700,http://hz.58.com/pinpaigongyu/32103793757234x.shtml?psid=173731873199303310386204543
【合租】桥西 九龙仓碧玺 3室主卧,九龙仓碧玺,合租,1700,http://hz.58.com/pinpaigongyu/31882050665548x.shtml?psid=173731873199303310386204543
【整租】申花 融信蓝孔雀 1室1厅,融信蓝孔雀,整租,2000,http://hz.58.com/pinpaigongyu/32505674950733x.shtml?psid=173731873199303310386204543
【整租】未来域 临平 临平万宝城店,临平,整租,2000-2150,http://hz.58.com/pinpaigongyu/31862520394418x.shtml?psid=173731873199303310386204543
【合租】钱江新城 德信大家钱江府 3室主卧,德信大家钱江府,合租,2000,http://hz.58.com/pinpaigongyu/32382610368813x.shtml?psid=173731873199303310386204543
【合租】长河 白马湖小区孔雀苑 3室主卧,白马湖小区孔雀苑,合租,1748,http://hz.58.com/pinpaigongyu/33302924622786x.shtml?psid=173731873199303310386204543
【合租】万达广场 方正御星 4室次卧,方正御星,合租,1700,http://hz.58.com/pinpaigongyu/32268528707766x.shtml?psid=173731873199303310386204543
【合租】祥符 新城金玺钰府 3室主卧,新城金玺钰府,合租,1650,http://hz.58.com/pinpaigongyu/31872617831101x.shtml?psid=173731873199303310386204543
【合租】万达广场 方正御星 4室次卧,方正御星,合租,1650,http://hz.58.com/pinpaigongyu/31239870532552x.shtml?psid=128872496199303310531574717
【合租】申花 昆仑橡树园 4室主卧,昆仑橡树园,合租,1800,http://hz.58.com/pinpaigongyu/32898333398855x.shtml?psid=128872496199303310531574717
【合租】钱江新城 德信大家钱江府 4室主卧,德信大家钱江府,合租,2000,http://hz.58.com/pinpaigongyu/31726272398647x.shtml?psid=128872496199303310531574717
【合租】申花 冠苑小区 3室主卧,冠苑小区,合租,1880,http://hz.58.com/pinpaigongyu/32864823601104x.shtml?psid=128872496199303310531574717
【合租】祥符 融信学院府 4室主卧,融信学院府,合租,1980,http://hz.58.com/pinpaigongyu/33307424970419x.shtml?psid=128872496199303310531574717
【合租】祥符 花园道壹号 5室次卧,花园道壹号,合租,1600,http://hz.58.com/pinpaigongyu/31449653218618x.shtml?psid=128872496199303310531574717
【合租】祥符 雍荣华庭 4室主卧,雍荣华庭,合租,1940,http://hz.58.com/pinpaigongyu/32645464914621x.shtml?psid=128872496199303310531574717
【合租】祥符 新城金玺钰府 3室主卧,新城金玺钰府,合租,1780,http://hz.58.com/pinpaigongyu/32877364016326x.shtml?psid=128872496199303310531574717
【合租】祥符 雍荣华庭 4室主卧,雍荣华庭,合租,1780,http://hz.58.com/pinpaigongyu/32645174953789x.shtml?psid=128872496199303310531574717
【整租】冠寓 留下 冠寓西溪蓝保店,留下,整租,2000,http://hz.58.com/pinpaigongyu/33344179708989x.shtml?psid=128872496199303310531574717
【合租】申花 黄龙金茂悦 4室次卧,黄龙金茂悦,合租,2000,http://hz.58.com/pinpaigongyu/32767390806587x.shtml?psid=128872496199303310531574717
【整租】杭州魔方公寓 金沙湖 魔方公寓下沙店,金沙湖,整租,1950-2500,http://hz.58.com/pinpaigongyu/31651997832640x.shtml?psid=128872496199303310531574717
【整租】城东新城 远洋心里 2室1厅,远洋心里,整租,2000,http://hz.58.com/pinpaigongyu/32669081472692x.shtml?psid=128872496199303310531574717
【合租】未来科技城 仓溢东苑 1室主卧,仓溢东苑,合租,1650,http://hz.58.com/pinpaigongyu/31742039097029x.shtml?psid=128872496199303310531574717
【合租】下沙 梦琴湾 3室主卧,梦琴湾,合租,1900,http://hz.58.com/pinpaigongyu/32382622057531x.shtml?psid=128872496199303310531574717
【整租】米果 未来科技城 五常部落第三期,未来科技城,整租,1800-3000,http://hz.58.com/pinpaigongyu/31298228214708x.shtml?psid=128872496199303310531574717
【合租】申花 昆仑橡树园 4室次卧,昆仑橡树园,合租,2000,http://hz.58.com/pinpaigongyu/33322089085388x.shtml?psid=128872496199303310531574717
【合租】西兴 缤纷西苑 3室主卧,缤纷西苑,合租,1800,http://hz.58.com/pinpaigongyu/31885461002428x.shtml?psid=128872496199303310531574717
【整租】城东新城 同方国际 2室1厅,同方国际,整租,2000,http://hz.58.com/pinpaigongyu/32161239923766x.shtml?psid=128872496199303310531574717
【合租】未来科技城 福鼎家园 1室主卧,福鼎家园,合租,1500,http://hz.58.com/pinpaigongyu/33295913556521x.shtml?psid=128872496199303310531574717
【整租】冠寓 未来科技城 冠寓融通店,未来科技城,整租,1899-2099,http://hz.58.com/pinpaigongyu/33344288347707x.shtml?psid=148770192199303310673421522
【合租】城东新城 保利 · 梧桐语 4室主卧,保利,合租,1900,http://hz.58.com/pinpaigongyu/32569130079916x.shtml?psid=148770192199303310673421522
【合租】祥符 融信学院府 4室主卧,融信学院府,合租,1860,http://hz.58.com/pinpaigongyu/32635956791738x.shtml?psid=148770192199303310673421522
【合租】万达广场 花园道壹号 5室次卧,花园道壹号,合租,1600,http://hz.58.com/pinpaigongyu/32656833007151x.shtml?psid=148770192199303310673421522
【合租】祥符 天鸿香榭里 3室次卧,天鸿香榭里,合租,1600,http://hz.58.com/pinpaigongyu/32303564795974x.shtml?psid=148770192199303310673421522
【合租】钱江世纪城 顺发美哉美城 4室次卧,顺发美哉美城,合租,1648,http://hz.58.com/pinpaigongyu/33302978817093x.shtml?psid=148770192199303310673421522
【整租】世联红璞公寓 北干 水务大厦店,北干,整租,2000-2200,http://hz.58.com/pinpaigongyu/32568879901384x.shtml?psid=148770192199303310673421522
【合租】文二路 石灰桥新村 3室主卧,石灰桥新村,合租,1700,http://hz.58.com/pinpaigongyu/31885331272747x.shtml?psid=148770192199303310673421522
【合租】城厢 金色钱塘北区 3室次卧,金色钱塘北区,合租,1800,http://hz.58.com/pinpaigongyu/32382583196972x.shtml?psid=148770192199303310673421522
【合租】勾庄 融科瑷颐湾 4室主卧,融科瑷颐湾,合租,1780,http://hz.58.com/pinpaigongyu/32794852646834x.shtml?psid=148770192199303310673421522
【整租】米果 丁桥 长睦部落,丁桥,整租,1680-2980,http://hz.58.com/pinpaigongyu/31154493793725x.shtml?psid=148770192199303310673421522
【合租】九堡 头格月雅城 3室主卧,头格月雅城,合租,1700,http://hz.58.com/pinpaigongyu/31895883995842x.shtml?psid=148770192199303310673421522
【合租】和睦 西铭苑 3室主卧,西铭苑,合租,1800,http://hz.58.com/pinpaigongyu/32382598370473x.shtml?psid=148770192199303310673421522
【合租】三墩 同仁家园 4室主卧,同仁家园,合租,1550,http://hz.58.com/pinpaigongyu/33265867237068x.shtml?psid=148770192199303310673421522
【合租】拱宸桥 富越香郡 4室次卧,富越香郡,合租,1700,http://hz.58.com/pinpaigongyu/32137269268909x.shtml?psid=148770192199303310673421522
【合租】申花 景瑞申花壹号院 3室主卧,景瑞申花壹号院,合租,1600,http://hz.58.com/pinpaigongyu/31882731784623x.shtml?psid=148770192199303310673421522
【合租】下沙沿江 伊萨卡国际城 3室主卧,伊萨卡国际城,合租,1900,http://hz.58.com/pinpaigongyu/32382613705260x.shtml?psid=148770192199303310673421522
【合租】钱江新城 德信大家钱江府 4室主卧,德信大家钱江府,合租,2000,http://hz.58.com/pinpaigongyu/33321907833524x.shtml?psid=148770192199303310673421522
【合租】祥符 招商九龙仓学院北 4室次卧,招商九龙仓学院北,合租,1600,http://hz.58.com/pinpaigongyu/32582960726602x.shtml?psid=148770192199303310673421522
【合租】三墩 中旅紫金名门 3室主卧,中旅紫金名门,合租,1500,http://hz.58.com/pinpaigongyu/31883394570061x.shtml?psid=148770192199303310673421522
【合租】武林 九龙仓君玺 4室主卧,九龙仓君玺,合租,1700,http://hz.58.com/pinpaigongyu/33321933145674x.shtml?psid=139030478199303310799115967
【整租】世联红璞公寓 下沙 克亚时代广场,下沙,整租,1700-2100,http://hz.58.com/pinpaigongyu/31762891713066x.shtml?psid=139030478199303310799115967
【合租】三墩 丰盛九玺 3室主卧,丰盛九玺,合租,1800,http://hz.58.com/pinpaigongyu/31883568028467x.shtml?psid=139030478199303310799115967
【合租】文一路 中豪晴园 3室主卧,中豪晴园,合租,1900,http://hz.58.com/pinpaigongyu/32382591093809x.shtml?psid=139030478199303310799115967
【合租】下沙 保利城市果岭 4室主卧,保利城市果岭,合租,1545,http://hz.58.com/pinpaigongyu/32833425885770x.shtml?psid=139030478199303310799115967
【整租】米果 五常 五常部落,五常,整租,1800-2500,http://hz.58.com/pinpaigongyu/30290920277819x.shtml?psid=139030478199303310799115967
【合租】三墩 汇禾领府 3室主卧,汇禾领府,合租,2000,http://hz.58.com/pinpaigongyu/31883658730803x.shtml?psid=139030478199303310799115967
【合租】下沙物美 香榭里花园 3室主卧,香榭里花园,合租,2000,http://hz.58.com/pinpaigongyu/32382547239724x.shtml?psid=139030478199303310799115967
【合租】拱宸桥 杭钢尚堂府 4室主卧,杭钢尚堂府,合租,1800,http://hz.58.com/pinpaigongyu/33275355679402x.shtml?psid=139030478199303310799115967
【合租】申花 申花壹号院 4室主卧,申花壹号院,合租,1800,http://hz.58.com/pinpaigongyu/31938306592967x.shtml?psid=139030478199303310799115967
【合租】浦沿 钱塘福苑 3室主卧,钱塘福苑,合租,1700,http://hz.58.com/pinpaigongyu/31892940204862x.shtml?psid=139030478199303310799115967
【合租】城厢 金色钱塘北区 3室主卧,金色钱塘北区,合租,1900,http://hz.58.com/pinpaigongyu/32382611722183x.shtml?psid=139030478199303310799115967
【合租】闲林 浙地人家 4室主卧,浙地人家,合租,1500,http://hz.58.com/pinpaigongyu/33243302260280x.shtml?psid=139030478199303310799115967
【合租】申花 申花壹号院 4室次卧,申花壹号院,合租,1850,http://hz.58.com/pinpaigongyu/32556536037039x.shtml?psid=139030478199303310799115967
【合租】桥西 顺发吉祥半岛 3室主卧,顺发吉祥半岛,合租,1500,http://hz.58.com/pinpaigongyu/31881337715398x.shtml?psid=139030478199303310799115967
【合租】三墩 圣苑小区 3室次卧,圣苑小区,合租,1600,http://hz.58.com/pinpaigongyu/32382589309869x.shtml?psid=139030478199303310799115967
【合租】祥符 招商九龙仓学院北 4室主卧,招商九龙仓学院北,合租,1890,http://hz.58.com/pinpaigongyu/32637859238962x.shtml?psid=139030478199303310799115967
【合租】申花 西城美墅 4室次卧,西城美墅,合租,1700,http://hz.58.com/pinpaigongyu/33277806076480x.shtml?psid=139030478199303310799115967
【合租】拱墅周边 滨江万家花城二期 3室主卧,滨江万家花城二期,合租,1900,http://hz.58.com/pinpaigongyu/31882925496372x.shtml?psid=139030478199303310799115967
【合租】景芳 广景苑 3室主卧,广景苑,合租,1800,http://hz.58.com/pinpaigongyu/32382581111217x.shtml?psid=139030478199303310799115967
【合租】萧山周边 汇宇和庭(公寓) 4室主卧,汇宇和庭(公寓),合租,1600,http://hz.58.com/pinpaigongyu/33254842358700x.shtml?psid=194526559199303310927986425
【整租】世联红璞公寓 下沙 中豪七格,下沙,整租,2000-2200,http://hz.58.com/pinpaigongyu/32039096600629x.shtml?psid=194526559199303310927986425
【合租】区政府 缤纷北苑 3室主卧,缤纷北苑,合租,1650,http://hz.58.com/pinpaigongyu/31875251949884x.shtml?psid=194526559199303310927986425
【合租】火车东站 德信浙旅东宸 4室次卧,德信浙旅东宸,合租,1730,http://hz.58.com/pinpaigongyu/32750569895372x.shtml?psid=194526559199303310927986425
【合租】未来科技城 西溪北苑 3室主卧,西溪北苑,合租,1600,http://hz.58.com/pinpaigongyu/33320716820285x.shtml?psid=194526559199303310927986425
【整租】米果 笕桥 横塘部落,笕桥,整租,2000,http://hz.58.com/pinpaigongyu/32083515832374x.shtml?psid=194526559199303310927986425
【合租】区政府 利二花苑 3室主卧,利二花苑,合租,1600,http://hz.58.com/pinpaigongyu/31893884297936x.shtml?psid=194526559199303310927986425
【合租】长河 滨江倾城之恋 4室次卧,滨江倾城之恋,合租,1850,http://hz.58.com/pinpaigongyu/32738629671866x.shtml?psid=194526559199303310927986425
【合租】申花 方家花苑(东区) 3室主卧,方家花苑(东区),合租,1850,http://hz.58.com/pinpaigongyu/33254678706875x.shtml?psid=194526559199303310927986425
【合租】祥符 招商九龙仓学院北 4室次卧,招商九龙仓学院北,合租,1600,http://hz.58.com/pinpaigongyu/31384792953288x.shtml?psid=194526559199303310927986425
【合租】区政府 星耀城 3室主卧,星耀城,合租,1800,http://hz.58.com/pinpaigongyu/31894040103487x.shtml?psid=194526559199303310927986425
【合租】三墩 滨江紫金府 3室次卧,滨江紫金府,合租,1790,http://hz.58.com/pinpaigongyu/31848950176690x.shtml?psid=194526559199303310927986425
【合租】三墩 同仁家园 3室主卧,同仁家园,合租,1650,http://hz.58.com/pinpaigongyu/32821498614604x.shtml?psid=194526559199303310927986425
【合租】万达广场 方正御星 4室次卧,方正御星,合租,2000,http://hz.58.com/pinpaigongyu/32500663553728x.shtml?psid=194526559199303310927986425
【合租】区政府 中兴花园百合苑 3室主卧,中兴花园百合苑,合租,1600,http://hz.58.com/pinpaigongyu/31893454873032x.shtml?psid=194526559199303310927986425
【合租】九堡 蓝桥名苑 3室主卧,蓝桥名苑,合租,1760,http://hz.58.com/pinpaigongyu/32738663995080x.shtml?psid=194526559199303310927986425
【合租】拱墅周边 汀澜府 4室主卧,汀澜府,合租,1800,http://hz.58.com/pinpaigongyu/33064624019762x.shtml?psid=194526559199303310927986425
【合租】拱宸桥 富越香郡 4室次卧,富越香郡,合租,1700,http://hz.58.com/pinpaigongyu/32104012518089x.shtml?psid=194526559199303310927986425
【合租】西兴 迎春南苑 3室主卧,迎春南苑,合租,1700,http://hz.58.com/pinpaigongyu/31884926548538x.shtml?psid=194526559199303310927986425
